span	size	face	marker	line	page
OPERATING UNDER USUAL CONDITIONS ENGINE MONITOR ICON......................................... WP 0021	10.0	0	-1	329	12
OPERATING UNDER USUAL CONDITIONS ANCHORING............................................................. WP 0022	10.0	0	-1	330	12
OPERATING UNDER USUAL CONDITIONS DIVE PLATFORM...................................................... WP 0023	10.0	0	-1	331	12
OPERATING UNDER USUAL CONDITIONS RECOVERY BY TRAILER........................................  WP 0024	10.0	0	-1	332	12
OPERATING UNDER USUAL CONDITIONS ENGINE SHUTDOWN PROCEDURES....................  WP 0025	10.0	0	-1	333	12
TM 5-1940-328-10	10.0	1	-1	334	12
ii	10.0	1	-1	335	12
TABLE OF CONTENTS - Continued	14.0	1	-1	336	13
Page No.	10.0	1	-1	337	13
WP Sequence No.	10.0	1	-1	338	13
OPERATING UNDER USUAL CONDITIONS TRANSPORT BY TRAILER......................................  WP 0026	10.0	0	-1	339	13
OPERATING UNDER USUAL CONDITIONS TOWING ANOTHER VESSEL..................................  WP 0027	10.0	0	-1	340	13
OPERATING UNDER USUAL CONDITIONS CABIN ENCLOSURE ASSEMBLY............................ WP 0028	10.0	0	-1	341	13
OPERATING UNDER USUAL CONDITIONS PREPARATION FOR LONG TERM STORAGE.......  WP 0029	10.0	0	-1	342	13
OPERATION UNDER UNUSUAL CONDITIONS EMERGENCY STARTING PROCEDURES......... WP 0030	10.0	0	-1	343	13
OPERATION UNDER UNUSUAL CONDITIONS BOAT IS TAKING ON WATER............................  WP 0031	10.0	0	-1	344	13
OPERATION UNDER UNUSUAL CONDITIONS PARALLELING BATTERIES................................ WP 0032	10.0	0	-1	345	13
OPERATION UNDER UNUSUAL CONDITIONS CAPSIZING.......................................................... WP 0033	10.0	0	-1	346	13
OPERATION UNDER UNUSUAL CONDITIONS COLLISION..........................................................  WP 0034	10.0	0	-1	347	13
OPERATION UNDER UNUSUAL CONDITIONS RUNNING AGROUND.........................................  WP 0035	10.0	0	-1	348	13
OPERATION UNDER UNUSUAL CONDITIONS LOSS OF STEERING CONTROL........................ WP 0036	10.0	0	-1	349	13
OPERATION UNDER UNUSUAL CONDITIONS MAN OVERBOARD.............................................  WP 0037	10.0	0	-1	350	13
OPERATION UNDER UNUSUAL CONDITIONS UNUSUAL ENVIRONMENTS OR WEATHER..... WP 0038	10.0	0	-1	351	13
DECALS AND INSTRUCTION PLATES............................................................................................ WP 0039	10.0	0	-1	352	13
Chapter 3 - OPERATOR TROUBLESHOOTING FOR RIGID INFLATABLE BOAT (RIB)	10.0	1	-1	353	13
OPERATOR TROUBLESHOOTING INDEX...................................................................................... WP 0040	10.0	0	-1	354	13
BILGE PUMP(S) WILL NOT OPERATE............................................................................................  WP 0041	10.0	0	-1	355	13
ENGINE(S) WILL NOT CRANK......................................................................................................... WP 0042	10.0	0	-1	356	13
ENGINE(S) CRANKS BUT WILL NOT START OR RUN..................................................................  WP 0043	10.0	0	-1	357	13
ENGINE PRODUCING EXCESSIVE EXHAUST SMOKE................................................................. WP 0044	10.0	0	-1	358	13
ENGINE SURGES, RUNS ROUGH, OR LOW POWER...................................................................  WP 0045	10.0	0	-1	359	13
ENGINE TEMPERATURE HIGH.......................................................................................................  WP 0046	10.0	0	-1	360	13
ENGINE VIBRATION EXCESSIVE.................................................................................................... WP 0047	10.0	0	-1	361	13
ENGINE(S) WILL NOT TILT..............................................................................................................  WP 0048	10.0	0	-1	362	13
NAVIGATION HORN WILL NOT OPERATE.....................................................................................  WP 0049	10.0	0	-1	363	13
LIGHT(S) WILL NOT OPERATE........................................................................................................ WP 0050	10.0	0	-1	364	13
SPOTLIGHT WILL NOT OPERATE................................................................................................... WP 0051	10.0	0	-1	365	13
NO POWER TO CONSOLE............................................................................................................... WP 0052	10.0	0	-1	366	13
TM 5-1940-328-10	10.0	1	-1	367	13
iii	10.0	1	-1	368	13
TABLE OF CONTENTS - Continued	14.0	1	-1	369	14
Page No.	10.0	1	-1	370	14
WP Sequence No.	10.0	1	-1	371	14
Chapter 4 - PREVENTIVE MAINTENANCE CHECKS AND SERVICES (PMCS) FOR RIGID INFLATABLE	10.0	1	-1	372	14
BOAT (RIB)	10.0	1	-1	373	14
PREVENTIVE MAINTENANCE CHECKS AND SERVICES (PMCS) INTRODUCTION................... WP 0053	10.0	0	-1	374	14
PREVENTIVE MAINTENANCE CHECKS AND SERVICES (PMCS)................................................ WP 0054	10.0	0	-1	375	14
Chapter 5 - OPERATOR MAINTENANCE FOR RIGID INFLATABLE BOAT (RIB)	10.0	1	-1	376	14
SERVICE FUELING........................................................................................................................... WP 0055	10.0	0	-1	377	14
SERVICE BRAKE RESERVOIR........................................................................................................ WP 0056	10.0	0	-1	378	14
SERVICE OIL RESERVOIRS............................................................................................................ WP 0057	10.0	0	-1	379	14
FUEL WATER SEPARATOR SERVICE............................................................................................ WP 0058	10.0	0	-1	380	14
FORWARD BILGE PUMP COVER REMOVAL.................................................................................  WP 0059	10.0	0	-1	381	14
TRAILER WHEEL ASSEMBLY REMOVAL.......................................................................................  WP 0060	10.0	0	-1	382	14
Chapter 6 - SUPPORTING INFORMATION FOR RIGID INFLATABLE BOAT (RIB)	10.0	1	-1	383	14
REFERENCES................................................................................................................................... WP 0061	10.0	0	-1	384	14
COMPONENTS OF END ITEM (COEI) AND BASIC ISSUE ITEMS (BII) LISTS.............................. WP 0062	10.0	0	-1	385	14
EXPENDABLE AND DURABLE ITEMS LIST.................................................................................... WP 0063	10.0	0	-1	386	14
TM 5-1940-328-10	10.0	1	-1	387	14
iv	10.0	1	-1	388	14
HOW TO USE THIS MANUAL	14.0	1	-1	389	15
GENERAL	10.0	1	-1	390	15
This manual has been prepared and illustrated to provide operator information required to support the 8 Meter	10.0	0	-1	391	15
Army Rigid Inflatable Boat (RIB). Tasks are noted at the beginning of each authorized Work Package (WP). To	10.0	0	-1	392	15
locate a WP in the manual quickly, check the table of contents in the front of the manual.	10.0	0	-1	393	15
The following is a guide	10.0	0	-1	393	15
to using this manual for its intended purpose.	10.0	0	-1	394	15
ILLUSTRATIONS	10.0	1	-1	395	15
Illustrations are used throughout this manual.	10.0	0	-1	396	15
Text is keyed to the illustrations by use of numbered callouts.	10.0	0	-1	396	15
When	10.0	0	-1	396	15
an item is called out in a WP, a number in parentheses in the text corresponds with a number on the illustration.	10.0	0	-1	397	15
In addition, exploded views and cut-away diagrams make the information in the manual easier to understand and	10.0	0	-1	398	15
follow.	10.0	0	-1	399	15
In addition, hidden parts will be identified using dashed leader lines.	10.0	0	-1	399	15
USING THIS MANUAL	10.0	1	-1	400	15
When using this manual, read and understand the entire maintenance action before performing the task.	10.0	0	-1	401	15
Also,	10.0	0	-1	401	15
read and understand all warnings, cautions, and notes as well as general safety precautions that apply to the task	10.0	0	-1	402	15
performed.	10.0	0	-1	403	15
The warning summary will inform personnel of hazards associated with the equipment worked on.	10.0	0	-1	403	15
However, the summary is not all-inclusive and personnel should be aware at all times of hazardous conditions	10.0	0	-1	404	15
that may arise.	10.0	0	-1	405	15
ACCESSING INFORMATION	10.0	1	-1	406	15
This manual is organized to help you quickly find the information you need.	10.0	0	-1	407	15
Table of Contents.	10.0	1	-1	408	15
The table of contents lists, in the order of presentation, all chapters, WPs, and gives the WP	10.0	0	-1	408	15
sequence numbers.	10.0	0	-1	409	15
LISTS	10.0	1	-1	410	15
Metric/US Standard Measurement Chart.	10.0	1	-1	411	15
Measurements in this manual are given in both metric and U.S.	10.0	0	-1	411	15
standard units.	10.0	0	-1	412	15
The table inside the back cover compares metric measurements to their equivalent U.S. standard	10.0	0	-1	412	15
units.	10.0	0	-1	413	15
Also provided are conversion factors to convert metric units to U.S. standard units.	10.0	0	-1	413	15
List of Abbreviations.	10.0	1	-1	414	15
An alphabetical list of abbreviations used in the manual is located in (WP 0001).	10.0	0	-1	414	15
WORK PACKAGES	10.0	1	-1	415	15
This TM has been organized using a concept called WPs.	10.0	0	-1	416	15
Each chapter contains a series of WPs rather than	10.0	0	-1	416	15
sections and paragraphs.	10.0	0	-1	417	15
Ideally, each WP is designed to stand alone as a complete module of information;	10.0	0	-1	417	15
however sometimes a WP will reference out to another WP in order to avoid copying the same information many	10.0	0	-1	418	15
times in the TM.	10.0	0	-1	419	15
•	10.0	1	1	420	15
Each WP is numbered sequentially throughout the TM using a four-digit number.	10.0	0	-1	420	15
Go to the Table of	10.0	0	-1	420	15
"Contents and you will see that the first WP is numbered ""0001"". The second WP is numbered ""0002""."	10.0	0	-1	421	15
•	10.0	1	1	422	15
A decimal point system is used whenever it might be necessary to add a new WP in between already	10.0	0	-1	422	15
prepared WPs.	10.0	0	-1	423	15
For example if a new WP needed to be inserted between WP 0014 and WP 0015, the	10.0	0	-1	423	15
"new WP would be numbered ""0014.1""."	10.0	0	-1	424	15
TM 5-1940-328-10	10.0	1	-1	425	15
v	10.0	1	-1	426	15
HOW TO USE THIS MANUAL - Continued	14.0	1	-1	427	16
•	10.0	1	1	428	16
The WP number is located at the top of each WP page (similar to the paragraph numbers you have seen	10.0	0	-1	428	16
in other TMs). It is also located at the bottom of each WP page as part of the WP page number.	10.0	0	-1	429	16
For	10.0	0	-1	429	16
example, the page number for the first page of the second WP of this TM is 0002-1.	10.0	0	-1	430	16
•	10.0	1	1	431	16
Each WP starts with the number 1 as shown above, and each WP starts on a right hand page.	10.0	0	-1	431	16
This was	10.0	0	-1	431	16
done so you can remove a single WP from your paper TM if needed for a particular task.	10.0	0	-1	432	16
•	10.0	1	1	433	16
While using the TM, one WP may refer you to another WP (e.g.	10.0	0	-1	433	16
"WP 0008 refers to ""RIB Preparation for"	10.0	0	-1	433	16
"Use (WP 0007)""). Turn to the referenced WP, complete the requested task (you may need to flip through"	10.0	0	-1	434	16
the WP to find the task), then return to the original WP and continue with the task.	10.0	0	-1	435	16
WARNINGS, CAUTIONS, AND NOTES	10.0	1	-1	436	16
Warnings are provided where injury may occur to personnel on or near the system.	10.0	0	-1	437	16
A warning is used to alert the	10.0	0	-1	437	16
user to hazardous operating and maintenance procedures, practices, conditions, statements, etc., that may result	10.0	0	-1	438	16
in injury to or death of personnel if not strictly observed.	10.0	0	-1	439	16
Warnings are preceded by the word WARNING.	10.0	0	-1	439	16
A Caution is used to alert the user to hazardous operating or maintenance procedures, practices, conditions,	10.0	0	-1	440	16
statements, etc., that may result in damage to or destruction of equipment or degrade mission effectiveness if not	10.0	0	-1	441	16
strictly observed.	10.0	0	-1	442	16
Cautions are provided where equipment may be damaged but no personnel injury should result.	10.0	0	-1	442	16
Cautions are preceded by the word CAUTION.	10.0	0	-1	443	16
Notes provide helpful information to operate or maintain the equipment, but there is no danger of equipment	10.0	0	-1	444	16
damage or personnel injury.	10.0	0	-1	445	16
Notes are preceded by the word NOTE.	10.0	0	-1	445	16
LOCATING MAJOR COMPONENTS	10.0	1	-1	446	16
Refer to the Table of Contents located in the front of this manual.	10.0	0	-1	447	16
Find Chapter 1, General Information, Equipment	10.0	0	-1	447	16
Description, and Theory of Operation.	10.0	0	-1	448	16
Under the chapter title you will find the WP titled Equipment Description	10.0	0	-1	448	16
and Data.	10.0	0	-1	449	16
Turn to the WP indicated.	10.0	0	-1	449	16
This WP will give a brief description of the major components, and show an	10.0	0	-1	449	16
illustration of what the component looks like and its location.	10.0	0	-1	450	16
INITIAL SETUP	10.0	1	-1	451	16
Each task begins with an initial setup.	10.0	0	-1	452	16
It tells you what you need to do the task: tools, materials, parts, and other	10.0	0	-1	452	16
publications.	10.0	0	-1	453	16
It tells you what must be done to the equipment before you begin the task and provides general	10.0	0	-1	453	16
safety instructions.	10.0	0	-1	454	16
There are six basic headings listed under INITIAL SETUP:	10.0	0	-1	454	16
Tools and Special Tools.	10.0	1	-1	455	16
Lists all tools (standard or special) required to perform the task.	10.0	0	-1	455	16
Tools are identified	10.0	0	-1	455	16
with an item number and WP number from the Tool Identification List, located in Chapter 9, Supporting	10.0	0	-1	456	16
Information.	10.0	0	-1	457	16
Materials/Parts.	10.0	1	-1	458	16
Lists all parts or materials necessary to perform the task.	10.0	0	-1	458	16
Expendable and durables are identified	10.0	0	-1	458	16
with an item number from the applicable WP located in Chapter 9, Supporting Information.	10.0	0	-1	459	16
Personnel Required.	10.0	1	-1	460	16
Lists all personnel necessary to perform the task.	10.0	0	-1	460	16
There will be one Military Occupational	10.0	0	-1	460	16
Specialty (MOS) designation that will be used to complete tasks in this manual.	10.0	0	-1	461	16
•	10.0	1	1	462	16
Diver 12D	10.0	0	-1	462	16
References.	10.0	1	-1	463	16
Includes any other publications, WPs, or information necessary to complete the task.	10.0	0	-1	463	16
When there	10.0	0	-1	463	16
are no references listed, all steps necessary to complete the task are contained within the task.	10.0	0	-1	464	16
A listing of	10.0	0	-1	464	16
reference materials is contained in the WP in Chapter 9, Supporting Information.	10.0	0	-1	465	16
TM 5-1940-328-10	10.0	1	-1	466	16
vi	10.0	1	-1	467	16
HOW TO USE THIS MANUAL - Continued	14.0	1	-1	468	17
Equipment Condition.	10.0	1	-1	469	17
Notes the conditions that must exist before starting the task.	10.0	0	-1	469	17
The equipment condition will	10.0	0	-1	469	17
also include any prerequisite maintenance tasks to be performed with reference to the WP number or to the TM	10.0	0	-1	470	17
number.	10.0	0	-1	471	17
TROUBLESHOOTING PROCEDURES	10.0	1	-1	472	17
To locate a particular troubleshooting procedure, turn to the Table of Contents in the front of this manual.	10.0	0	-1	473	17
Locate	10.0	0	-1	473	17
Chapter 3, for Operator Troubleshooting Procedures.	10.0	0	-1	474	17
Under these sections, find a work package titled	10.0	0	-1	474	17
Troubleshooting Index.	10.0	0	-1	475	17
Turn to the work package indicated, which is the index for all malfunctions/symptoms and	10.0	0	-1	475	17
associated troubleshooting procedures.	10.0	0	-1	476	17
Look down the list until you find the appropriate malfunction/symptom for	10.0	0	-1	476	17
the problem you are trying to resolve.	10.0	0	-1	477	17
To the right of the malfunction/symptom will be a work package page	10.0	0	-1	477	17
number.	10.0	0	-1	478	17
Turn to the work package page number indicated and follow the steps to complete the troubleshooting	10.0	0	-1	478	17
procedure.	10.0	0	-1	479	17
The corrective action will indicate which maintenance procedure (work package) to reference for the	10.0	0	-1	479	17
repair of the malfunction/symptom.	10.0	0	-1	480	17
Follow the procedures indicated to complete the task.	10.0	0	-1	480	17
Identify the test	10.0	0	-1	480	17
equipment, tools, material/parts, equipment condition, and references required to perform the task listed.	10.0	0	-1	481	17
PREVENTIVE MAINTENANCE CHECKS AND SERVICES (PMCS)	10.0	1	-1	482	17
The PMCS table can be described as periodic inspection and maintenance at scheduled intervals to ensure that	10.0	0	-1	483	17
the equipment and its components remain mission capable and in good operating condition.	10.0	0	-1	484	17
This chapter explains	10.0	0	-1	484	17
how to inspect important components and what makes the equipment or component ready and/or available for	10.0	0	-1	485	17
use.	10.0	0	-1	486	17
MAINTENANCE PROCEDURES	10.0	1	-1	487	17
To locate a maintenance procedure, open the manual to the Table of Contents located in the front of this manual.	10.0	0	-1	488	17
Locate Chapter 5 for Operator Maintenance Instructions.	10.0	0	-1	489	17
Look down the list and find the maintenance procedure	10.0	0	-1	489	17
to be accomplished.	10.0	0	-1	490	17
On the right side of the maintenance procedure will be a WP number.	10.0	0	-1	490	17
Turn to the WP	10.0	0	-1	490	17
indicated.	10.0	0	-1	491	17
Before beginning the maintenance task, look through the procedure to familiarize yourself with the	10.0	0	-1	491	17
entire maintenance procedure.	10.0	0	-1	492	17
Identify the test equipment, tools, material/parts, personnel required, equipment	10.0	0	-1	492	17
condition, and references required to perform the task listed at the top of the WP in the INITIAL SETUP.	10.0	0	-1	493	17
REFERENCES	10.0	1	-1	494	17
The References WP lists all forms, field manuals, technical manuals, and miscellaneous publications referenced	10.0	0	-1	495	17
in the manual and/or required for operation and maintenance of the equipment.	10.0	0	-1	496	17
BASIC ISSUE ITEMS (BII)	10.0	1	-1	497	17
The BII WP lists items that must be with the RIB during operation and when it is transferred between property	10.0	0	-1	498	17
accounts.	10.0	0	-1	499	17
EXPENDABLE AND DURABLE ITEMS LIST	10.0	1	-1	500	17
Contains a list of expendable/durable supplies and materials you will need to operate and maintain the RIB.	10.0	0	-1	501	17
TM 5-1940-328-10	10.0	1	-1	502	17
vii/blank	10.0	1	-1	503	17
CHAPTER 1	14.0	1	-1	504	19
GENERAL INFORMATION	14.0	1	-1	505	19
FOR	14.0	1	-1	506	19
RIGID INFLATABLE BOAT (RIB)	14.0	1	-1	507	19
TM 5-1940-328-10	10.0	1	-1	508	19
OPERATOR	10.0	1	-1	509	21
GENERAL INFORMATION	10.0	1	-1	510	21
SCOPE	10.0	1	-1	511	21
This technical manual provides instructions on operating, troubleshooting, and maintaining the 8 Meter Army	10.0	0	-1	512	21
Rigid Inflatable Boat (RIB). Information is provided on principles of operation, controls and indicators, Preventive	10.0	0	-1	513	21
Maintenance Checks and Services (PMCS), operation, troubleshooting, and maintenance.	10.0	0	-1	514	21
<img0019>	-1.0	-1	-1	515	21
Figure 1.	10.0	0	-1	516	21
Rigid Inflatable Boat.	10.0	0	-1	516	21
Type of Manual:	10.0	1	-1	517	21
Operator Manual.	10.0	0	-1	518	21
Equipment Name and Model Number:	10.0	1	-1	519	21
ARMY RIGID INFLATABLE BOAT (RIB), PART NUMBER (P/N) NSW8MTR-OPEN-001, COMMERCIAL AND	10.0	0	-1	520	21
GOVERNMENT ENTITY CODE (CAGEC) 0ZFD4, NATIONAL STOCK NUMBER (NSN) 1940-01-646-7565.	10.0	0	-1	521	21
Purpose of Equipment:	10.0	1	-1	522	21
The boat is a rigid hull craft with 100 sq ft (9.2 sq m) of deck space with a center console design.	10.0	0	-1	523	21
It is capable of	10.0	0	-1	523	21
carrying 3,815 lbs (1730 kg) of payload with a full tank of fuel.	10.0	0	-1	524	21
The RIB is towed and fielded on its own	10.0	0	-1	524	21
Department Of Transportation (DOT) compliant trailer.	10.0	0	-1	525	21
The RIB provides dive units with the organic capability to	10.0	0	-1	525	21
conduct Self-Contained Underwater Breathing Apparatus (SCUBA) and surface supplied diving missions in areas	10.0	0	-1	526	21
