word,line,page,elo,tlo,type,content
53,2,1,5,1,Page,and
54,2,1,5,1,Page,accessories
55,2,1,5,1,Page,are
56,2,1,5,1,Page,properly
57,2,1,5,1,Page,connected.
58,2,1,5,1,Page,Always
59,2,1,5,1,Page,inspect
60,2,1,5,1,Page,the
61,2,1,5,1,Page,unit
62,2,1,5,1,Page,to
63,2,1,5,1,Page,ensure
64,2,1,5,1,Page,that
65,2,1,5,1,Page,the
66,2,1,5,1,Page,integrity
67,2,1,5,1,Page,of
68,2,1,5,1,Page,air
69,2,1,5,1,Page,lines
70,2,1,5,1,Page,and
71,2,1,5,1,Page,liquid
72,2,1,5,1,Page,hoses
73,2,1,5,1,Page,are
74,2,1,5,1,Page,not
75,2,1,5,1,Page,compromised
76,2,1,5,1,Page,and
77,2,1,5,1,Page,are
78,2,1,5,1,Page,serviceable
79,2,1,5,1,Page,In
80,2,1,5,1,Page,Accordance
81,2,1,5,1,Page,With
82,2,1,5,1,Page,(IAW)
83,2,1,5,1,Page,the
84,2,1,5,1,Page,Preventive
85,2,1,5,1,Page,Maintenance
86,2,1,5,1,Page,Checks
87,2,1,5,1,Page,and
88,2,1,5,1,Page,Services
89,2,1,5,1,Page,(PMCS)
90,2,1,5,1,Page,guidance
91,2,1,5,1,Page,set
92,2,1,5,1,Page,forth
93,2,1,5,1,Page,in
94,2,1,5,1,Page,this
95,2,1,5,1,Page,course.
96,2,1,5,1,Page,After
97,2,1,5,1,Page,"operation,"
98,2,1,5,1,Page,always
99,2,1,5,1,Page,turn
100,2,1,5,1,Page,off
101,2,1,5,1,Page,the
102,2,1,5,1,Page,Tank
103,2,1,5,1,Page,Drain
104,2,1,5,1,Page,Valves
105,2,1,5,1,Page,and
106,2,1,5,1,Page,discharge
107,2,1,5,1,Page,any
108,2,1,5,1,Page,fluids/pressure
109,2,1,5,1,Page,in
110,2,1,5,1,Page,the
111,2,1,5,1,Page,hose(s).
112,2,1,5,1,Page,Failure
113,2,1,5,1,Page,to
114,2,1,5,1,Page,do
115,2,1,5,1,Page,so
116,2,1,5,1,Page,can
117,2,1,5,1,Page,result
118,2,1,5,1,Page,in
119,2,1,5,1,Page,injury
120,2,1,5,1,Page,and/or
121,2,1,5,1,Page,system
122,2,1,5,1,Page,damage.
123,2,1,5,1,Page,WARNINGThe
124,2,1,5,1,Page,HMDS
125,2,1,5,1,Page,deploys
126,2,1,5,1,Page,various
127,2,1,5,1,Page,chemical
128,2,1,5,1,Page,and/or
129,2,1,5,1,Page,biological
130,2,1,5,1,Page,decontamination
131,2,1,5,1,Page,solutions.
132,2,1,5,1,Page,Operators
133,2,1,5,1,Page,must
134,2,1,5,1,Page,be
135,2,1,5,1,Page,fully
136,2,1,5,1,Page,trained
137,2,1,5,1,Page,in
138,2,1,5,1,Page,this
139,2,1,5,1,Page,type
140,2,1,5,1,Page,of
141,2,1,5,1,Page,operation.
142,2,1,5,1,Page,Mission
143,2,1,5,1,Page,Oriented
144,2,1,5,1,Page,Protective
145,2,1,5,1,Page,Posture
146,2,1,5,1,Page,(MOPP)
147,2,1,5,1,Page,is
148,2,1,5,1,Page,required
149,2,1,5,1,Page,"prior,"
150,2,1,5,1,Page,"during,"
151,2,1,5,1,Page,and
152,2,1,5,1,Page,after
153,2,1,5,1,Page,decontamination
154,2,1,5,1,Page,operations.
155,2,1,5,1,Page,WARNINGALWAYS
156,2,1,5,1,Page,wear
157,2,1,5,1,Page,eye
158,2,1,5,1,Page,and
159,2,1,5,1,Page,hearing
160,2,1,5,1,Page,protection
161,2,1,5,1,Page,while
162,2,1,5,1,Page,operating
163,2,1,5,1,Page,the
164,2,1,5,1,Page,HMDS.
0,3,1,5,1,Page,DISTRIBUTION
1,3,1,5,1,Page,STATEMENT
2,3,1,5,1,Page,F:
3,3,1,5,1,Page,Further
4,3,1,5,1,Page,dissemination
5,3,1,5,1,Page,only
6,3,1,5,1,Page,as
7,3,1,5,1,Page,directed
8,3,1,5,1,Page,by
9,3,1,5,1,Page,Joint
10,3,1,5,1,Page,Project
11,3,1,5,1,Page,Manager
12,3,1,5,1,Page,for
13,3,1,5,1,Page,"Chemical,"
14,3,1,5,1,Page,"Biological,"
15,3,1,5,1,Page,"Radiological,"
16,3,1,5,1,Page,and
17,3,1,5,1,Page,Nuclear
18,3,1,5,1,Page,Protection
19,3,1,5,1,Page,(23
20,3,1,5,1,Page,February
21,3,1,5,1,Page,2021)
22,3,1,5,1,Page,or
23,3,1,5,1,Page,higher
24,3,1,5,1,Page,DoD
25,3,1,5,1,Page,authority.
0,0,2,5,1,Page,WARNINGWhen
1,0,2,5,1,Page,working
2,0,2,5,1,Page,with
3,0,2,5,1,Page,any
4,0,2,5,1,Page,"decontaminant,"
5,0,2,5,1,Page,take
6,0,2,5,1,Page,appropriate
7,0,2,5,1,Page,measures
8,0,2,5,1,Page,to
9,0,2,5,1,Page,avoid
10,0,2,5,1,Page,getting
11,0,2,5,1,Page,the
12,0,2,5,1,Page,substance
13,0,2,5,1,Page,into
14,0,2,5,1,Page,the
15,0,2,5,1,Page,eyes
16,0,2,5,1,Page,and
17,0,2,5,1,Page,mouth
18,0,2,5,1,Page,or
19,0,2,5,1,Page,onto
20,0,2,5,1,Page,the
21,0,2,5,1,Page,skin.
22,0,2,5,1,Page,In
23,0,2,5,1,Page,the
24,0,2,5,1,Page,event
25,0,2,5,1,Page,of
26,0,2,5,1,Page,"eye,"
27,0,2,5,1,Page,"mouth,"
28,0,2,5,1,Page,or
29,0,2,5,1,Page,skin
30,0,2,5,1,Page,"contact,"
31,0,2,5,1,Page,refer
32,0,2,5,1,Page,to
33,0,2,5,1,Page,the
34,0,2,5,1,Page,Safety
35,0,2,5,1,Page,Data
36,0,2,5,1,Page,Sheet
37,0,2,5,1,Page,(SDS)
38,0,2,5,1,Page,for
39,0,2,5,1,Page,emergencies
40,0,2,5,1,Page,or
41,0,2,5,1,Page,first
42,0,2,5,1,Page,aid.
43,0,2,5,1,Page,WARNINGLiquids
44,0,2,5,1,Page,deployed
45,0,2,5,1,Page,by
46,0,2,5,1,Page,this
47,0,2,5,1,Page,system
48,0,2,5,1,Page,may
49,0,2,5,1,Page,be
50,0,2,5,1,Page,slippery.
51,0,2,5,1,Page,Every
52,0,2,5,1,Page,effort
53,0,2,5,1,Page,should
54,0,2,5,1,Page,be
55,0,2,5,1,Page,made
56,0,2,5,1,Page,to
57,0,2,5,1,Page,control
58,0,2,5,1,Page,accidental
59,0,2,5,1,Page,slippage
60,0,2,5,1,Page,and
61,0,2,5,1,Page,to
62,0,2,5,1,Page,avoid
63,0,2,5,1,Page,walking
64,0,2,5,1,Page,on
65,0,2,5,1,Page,areas
66,0,2,5,1,Page,where
67,0,2,5,1,Page,liquid
68,0,2,5,1,Page,has
69,0,2,5,1,Page,been
70,0,2,5,1,Page,spilled
71,0,2,5,1,Page,and/or
72,0,2,5,1,Page,applied.
73,0,2,5,1,Page,WARNINGNEVER
74,0,2,5,1,Page,operate
75,0,2,5,1,Page,the
76,0,2,5,1,Page,HMDS
77,0,2,5,1,Page,if
78,0,2,5,1,Page,an
79,0,2,5,1,Page,air
80,0,2,5,1,Page,line
81,0,2,5,1,Page,or
82,0,2,5,1,Page,discharge
83,0,2,5,1,Page,hose
84,0,2,5,1,Page,is
85,0,2,5,1,Page,"worn/damaged,"
86,0,2,5,1,Page,or
87,0,2,5,1,Page,if
88,0,2,5,1,Page,an
89,0,2,5,1,Page,air
90,0,2,5,1,Page,leak
91,0,2,5,1,Page,has
92,0,2,5,1,Page,been
93,0,2,5,1,Page,discovered.
94,0,2,5,1,Page,Once
95,0,2,5,1,Page,"pressurized,"
96,0,2,5,1,Page,a
97,0,2,5,1,Page,loose/leaking/damaged
98,0,2,5,1,Page,connection
99,0,2,5,1,Page,and/or
100,0,2,5,1,Page,hose
101,0,2,5,1,Page,may
102,0,2,5,1,Page,disconnect
103,0,2,5,1,Page,or
104,0,2,5,1,Page,"rupture,"
105,0,2,5,1,Page,potentially
106,0,2,5,1,Page,causing
107,0,2,5,1,Page,serious
108,0,2,5,1,Page,injury.
109,0,2,5,1,Page,WARNINGALWAYS
110,0,2,5,1,Page,treat
111,0,2,5,1,Page,the
112,0,2,5,1,Page,HMDS
113,0,2,5,1,Page,as
114,0,2,5,1,Page,though
115,0,2,5,1,Page,the
116,0,2,5,1,Page,discharge
117,0,2,5,1,Page,line(s)
118,0,2,5,1,Page,are
119,0,2,5,1,Page,pressurized.
120,0,2,5,1,Page,Once
121,0,2,5,1,Page,the
122,0,2,5,1,Page,system
123,0,2,5,1,Page,is
124,0,2,5,1,Page,"pressurized,"
125,0,2,5,1,Page,it
126,0,2,5,1,Page,will
127,0,2,5,1,Page,remain
128,0,2,5,1,Page,so
129,0,2,5,1,Page,until
130,0,2,5,1,Page,the
131,0,2,5,1,Page,air
132,0,2,5,1,Page,supply
133,0,2,5,1,Page,is
134,0,2,5,1,Page,turned
135,0,2,5,1,Page,off
136,0,2,5,1,Page,and
137,0,2,5,1,Page,the
138,0,2,5,1,Page,system
139,0,2,5,1,Page,is
140,0,2,5,1,Page,completely
141,0,2,5,1,Page,depressurized.
142,0,2,5,1,Page,A
143,0,2,5,1,Page,depressurized
144,0,2,5,1,Page,system
145,0,2,5,1,Page,can
146,0,2,5,1,Page,be
147,0,2,5,1,Page,identified
148,0,2,5,1,Page,by
149,0,2,5,1,Page,examining
150,0,2,5,1,Page,the
151,0,2,5,1,Page,air
152,0,2,5,1,Page,pressure
153,0,2,5,1,Page,gauge
154,0,2,5,1,Page,or
155,0,2,5,1,Page,the
156,0,2,5,1,Page,lack
157,0,2,5,1,Page,of
158,0,2,5,1,Page,a
159,0,2,5,1,Page,hissing
160,0,2,5,1,Page,sound.
161,0,2,5,1,Page,WARNINGALWAYS
162,0,2,5,1,Page,ensure
163,0,2,5,1,Page,that
164,0,2,5,1,Page,all
165,0,2,5,1,Page,"connections,"
166,0,2,5,1,Page,"hoses,"
167,0,2,5,1,Page,and
168,0,2,5,1,Page,nozzles
169,0,2,5,1,Page,are
170,0,2,5,1,Page,tightly
171,0,2,5,1,Page,attached
172,0,2,5,1,Page,while
173,0,2,5,1,Page,operating
174,0,2,5,1,Page,the
175,0,2,5,1,Page,HMDS.
176,0,2,5,1,Page,ALWAYS
177,0,2,5,1,Page,point
178,0,2,5,1,Page,all
179,0,2,5,1,Page,discharge
180,0,2,5,1,Page,devices
181,0,2,5,1,Page,in
182,0,2,5,1,Page,a
183,0,2,5,1,Page,safe
184,0,2,5,1,Page,direction.
0,1,2,5,1,Page,Specific
1,1,2,5,1,Page,Safety
2,1,2,5,1,Page,Warnings
3,1,2,5,1,Page,(continued)
0,2,2,5,1,Page,HIGH
1,2,2,5,1,Page,MOBILITY
2,2,2,5,1,Page,DECONTAMINATION
3,2,2,5,1,Page,SYSTEM
0,3,2,5,1,Page,DISTRIBUTION
1,3,2,5,1,Page,STATEMENT
2,3,2,5,1,Page,F:
3,3,2,5,1,Page,Further
4,3,2,5,1,Page,dissemination
5,3,2,5,1,Page,only
6,3,2,5,1,Page,as
7,3,2,5,1,Page,directed
8,3,2,5,1,Page,by
9,3,2,5,1,Page,Joint
10,3,2,5,1,Page,Project
11,3,2,5,1,Page,Manager
12,3,2,5,1,Page,for
13,3,2,5,1,Page,"Chemical,"
14,3,2,5,1,Page,"Biological,"
15,3,2,5,1,Page,"Radiological,"
16,3,2,5,1,Page,and
17,3,2,5,1,Page,Nuclear
18,3,2,5,1,Page,Protection
19,3,2,5,1,Page,(23
20,3,2,5,1,Page,February
21,3,2,5,1,Page,2021)
22,3,2,5,1,Page,or
23,3,2,5,1,Page,higher
24,3,2,5,1,Page,DoD
25,3,2,5,1,Page,authority.
0,0,3,5,1,Page,HIGH
1,0,3,5,1,Page,MOBILITY
2,0,3,5,1,Page,DECONTAMINATION
3,0,3,5,1,Page,SYSTEM
0,1,3,5,1,Page,WARNINGThe
1,1,3,5,1,Page,HMDS
2,1,3,5,1,Page,engine
3,1,3,5,1,Page,runs
4,1,3,5,1,Page,on
5,1,3,5,1,Page,diesel
6,1,3,5,1,Page,fuel.
7,1,3,5,1,Page,Observe
8,1,3,5,1,Page,all
9,1,3,5,1,Page,applicable
10,1,3,5,1,Page,precautions
11,1,3,5,1,Page,when
12,1,3,5,1,Page,"handling,"
13,1,3,5,1,Page,"storing,"
14,1,3,5,1,Page,or
15,1,3,5,1,Page,dispensing
16,1,3,5,1,Page,fuels.
17,1,3,5,1,Page,WARNINGThe
18,1,3,5,1,Page,Power
19,1,3,5,1,Page,Unit
20,1,3,5,1,Page,uses
21,1,3,5,1,Page,a
22,1,3,5,1,Page,12V
23,1,3,5,1,Page,DC
24,1,3,5,1,Page,battery
25,1,3,5,1,Page,to
26,1,3,5,1,Page,supply
27,1,3,5,1,Page,electrical
28,1,3,5,1,Page,energy
29,1,3,5,1,Page,to
30,1,3,5,1,Page,the
31,1,3,5,1,Page,starter.
32,1,3,5,1,Page,To
33,1,3,5,1,Page,mitigate
34,1,3,5,1,Page,risks
35,1,3,5,1,Page,associated
36,1,3,5,1,Page,with
37,1,3,5,1,Page,the
38,1,3,5,1,Page,battery/charging
39,1,3,5,1,Page,"system,"
40,1,3,5,1,Page,do
41,1,3,5,1,Page,not
42,1,3,5,1,Page,remove
43,1,3,5,1,Page,or
44,1,3,5,1,Page,install
45,1,3,5,1,Page,any
46,1,3,5,1,Page,cables
47,1,3,5,1,Page,while
48,1,3,5,1,Page,the
49,1,3,5,1,Page,system
50,1,3,5,1,Page,is
51,1,3,5,1,Page,running
52,1,3,5,1,Page,or
53,1,3,5,1,Page,energized.
54,1,3,5,1,Page,Never
55,1,3,5,1,Page,allow
56,1,3,5,1,Page,any
57,1,3,5,1,Page,object
58,1,3,5,1,Page,to
59,1,3,5,1,Page,touch
60,1,3,5,1,Page,metal
61,1,3,5,1,Page,components
62,1,3,5,1,Page,in
63,1,3,5,1,Page,the
64,1,3,5,1,Page,battery
65,1,3,5,1,Page,box
66,1,3,5,1,Page,or
67,1,3,5,1,Page,other
68,1,3,5,1,Page,electrical
69,1,3,5,1,Page,components.
70,1,3,5,1,Page,WARNINGDisconnect
71,1,3,5,1,Page,all
72,1,3,5,1,Page,battery
73,1,3,5,1,Page,cables
74,1,3,5,1,Page,before
75,1,3,5,1,Page,servicing
76,1,3,5,1,Page,the
77,1,3,5,1,Page,HMDS
78,1,3,5,1,Page,engine.
79,1,3,5,1,Page,WARNINGSome
80,1,3,5,1,Page,parts
81,1,3,5,1,Page,of
82,1,3,5,1,Page,this
83,1,3,5,1,Page,"system,"
84,1,3,5,1,Page,especially
85,1,3,5,1,Page,the
86,1,3,5,1,Page,exhaust
87,1,3,5,1,Page,"system,"
88,1,3,5,1,Page,may
89,1,3,5,1,Page,be
90,1,3,5,1,Page,hot
91,1,3,5,1,Page,to
92,1,3,5,1,Page,the
93,1,3,5,1,Page,touch
94,1,3,5,1,Page,during
95,1,3,5,1,Page,and
96,1,3,5,1,Page,after
97,1,3,5,1,Page,operation.
98,1,3,5,1,Page,NEVER
99,1,3,5,1,Page,attempt
100,1,3,5,1,Page,to
101,1,3,5,1,Page,service
102,1,3,5,1,Page,internal
103,1,3,5,1,Page,components
104,1,3,5,1,Page,while
105,1,3,5,1,Page,the
106,1,3,5,1,Page,HMDS
107,1,3,5,1,Page,is
108,1,3,5,1,Page,running!
109,1,3,5,1,Page,Once
110,1,3,5,1,Page,the
111,1,3,5,1,Page,system
112,1,3,5,1,Page,is
113,1,3,5,1,Page,shut
114,1,3,5,1,Page,"down,"
115,1,3,5,1,Page,allow
116,1,3,5,1,Page,adequate
117,1,3,5,1,Page,time
118,1,3,5,1,Page,for
119,1,3,5,1,Page,components
120,1,3,5,1,Page,to
121,1,3,5,1,Page,cool
122,1,3,5,1,Page,before
123,1,3,5,1,Page,attempting
124,1,3,5,1,Page,to
125,1,3,5,1,Page,service
126,1,3,5,1,Page,any
127,1,3,5,1,Page,internal
128,1,3,5,1,Page,components.
129,1,3,5,1,Page,WARNINGThe
130,1,3,5,1,Page,operator
131,1,3,5,1,Page,shall
132,1,3,5,1,Page,have
133,1,3,5,1,Page,a
134,1,3,5,1,Page,firm
135,1,3,5,1,Page,grip
136,1,3,5,1,Page,and
137,1,3,5,1,Page,wide
138,1,3,5,1,Page,stance
139,1,3,5,1,Page,while
140,1,3,5,1,Page,discharging
141,1,3,5,1,Page,a
142,1,3,5,1,Page,hose
143,1,3,5,1,Page,from
144,1,3,5,1,Page,a
145,1,3,5,1,Page,spray
146,1,3,5,1,Page,nozzle.
147,1,3,5,1,Page,The
148,1,3,5,1,Page,HMDS
149,1,3,5,1,Page,propels
150,1,3,5,1,Page,solutions
151,1,3,5,1,Page,with
152,1,3,5,1,Page,significant
153,1,3,5,1,Page,force!
154,1,3,5,1,Page,Once
155,1,3,5,1,Page,the
156,1,3,5,1,Page,system
157,1,3,5,1,Page,is
158,1,3,5,1,Page,"pressurized,"
159,1,3,5,1,Page,never
160,1,3,5,1,Page,release
161,1,3,5,1,Page,the
162,1,3,5,1,Page,hose
163,1,3,5,1,Page,prior
164,1,3,5,1,Page,to
165,1,3,5,1,Page,closing
166,1,3,5,1,Page,the
167,1,3,5,1,Page,discharge
168,1,3,5,1,Page,nozzle/D-bale
169,1,3,5,1,Page,hand
170,1,3,5,1,Page,set
171,1,3,5,1,Page,and/or
172,1,3,5,1,Page,the
173,1,3,5,1,Page,Pump
174,1,3,5,1,Page,Control
175,1,3,5,1,Page,valve.
176,1,3,5,1,Page,A
177,1,3,5,1,Page,loose
178,1,3,5,1,Page,discharge
179,1,3,5,1,Page,hose
180,1,3,5,1,Page,will
181,1,3,5,1,Page,whip
182,1,3,5,1,Page,around
183,1,3,5,1,Page,violently
184,1,3,5,1,Page,and
185,1,3,5,1,Page,can
186,1,3,5,1,Page,cause
187,1,3,5,1,Page,serious
188,1,3,5,1,Page,injury
189,1,3,5,1,Page,or
190,1,3,5,1,Page,equipment
191,1,3,5,1,Page,damage.
192,1,3,5,1,Page,Always
193,1,3,5,1,Page,close
194,1,3,5,1,Page,the
195,1,3,5,1,Page,Pump
196,1,3,5,1,Page,Control
197,1,3,5,1,Page,valve
198,1,3,5,1,Page,on
199,1,3,5,1,Page,the
200,1,3,5,1,Page,Power
201,1,3,5,1,Page,Unit's
202,1,3,5,1,Page,Control
203,1,3,5,1,Page,Panel
204,1,3,5,1,Page,and
205,1,3,5,1,Page,relieve
206,1,3,5,1,Page,pressure
207,1,3,5,1,Page,from
208,1,3,5,1,Page,the
209,1,3,5,1,Page,discharge
210,1,3,5,1,Page,line
211,1,3,5,1,Page,before
212,1,3,5,1,Page,releasing
213,1,3,5,1,Page,the
214,1,3,5,1,Page,hose.
0,2,3,5,1,Page,Specific
1,2,3,5,1,Page,Safety
2,2,3,5,1,Page,Warnings
3,2,3,5,1,Page,(continued)
0,3,3,5,1,Page,DISTRIBUTION
1,3,3,5,1,Page,STATEMENT
2,3,3,5,1,Page,F:
3,3,3,5,1,Page,Further
4,3,3,5,1,Page,dissemination
5,3,3,5,1,Page,only
6,3,3,5,1,Page,as
7,3,3,5,1,Page,directed
8,3,3,5,1,Page,by
9,3,3,5,1,Page,Joint
10,3,3,5,1,Page,Project
11,3,3,5,1,Page,Manager
12,3,3,5,1,Page,for
13,3,3,5,1,Page,"Chemical,"
14,3,3,5,1,Page,"Biological,"
15,3,3,5,1,Page,"Radiological,"
16,3,3,5,1,Page,and
17,3,3,5,1,Page,Nuclear
18,3,3,5,1,Page,Protection
19,3,3,5,1,Page,(23
20,3,3,5,1,Page,February
21,3,3,5,1,Page,2021)
22,3,3,5,1,Page,or
23,3,3,5,1,Page,higher
24,3,3,5,1,Page,DoD
25,3,3,5,1,Page,authority.
0,0,0,6,1,ELO,HMDS
1,0,0,6,1,ELO,Overview
0,0,1,6,1,Page,The
1,0,1,6,1,Page,High
2,0,1,6,1,Page,Mobility
3,0,1,6,1,Page,Decontamination
4,0,1,6,1,Page,System
5,0,1,6,1,Page,(HMDS)
6,0,1,6,1,Page,is
7,0,1,6,1,Page,a
8,0,1,6,1,Page,"modular,"
9,0,1,6,1,Page,diesel-driven
10,0,1,6,1,Page,system
11,0,1,6,1,Page,specifically
12,0,1,6,1,Page,designed
13,0,1,6,1,Page,for
14,0,1,6,1,Page,"rapid,"
15,0,1,6,1,Page,mobile
16,0,1,6,1,Page,decontamination
17,0,1,6,1,Page,missions
18,0,1,6,1,Page,for
19,0,1,6,1,Page,terrain
20,0,1,6,1,Page,and
21,0,1,6,1,Page,military
22,0,1,6,1,Page,equipment.
23,0,1,6,1,Page,The
24,0,1,6,1,Page,system
25,0,1,6,1,Page,is
26,0,1,6,1,Page,designed
27,0,1,6,1,Page,to
28,0,1,6,1,Page,be
29,0,1,6,1,Page,operated
30,0,1,6,1,Page,while
31,0,1,6,1,Page,mounted
32,0,1,6,1,Page,in
33,0,1,6,1,Page,the
34,0,1,6,1,Page,back
35,0,1,6,1,Page,of
36,0,1,6,1,Page,a
37,0,1,6,1,Page,M1083
38,0,1,6,1,Page,vehicle
39,0,1,6,1,Page,or
40,0,1,6,1,Page,on
41,0,1,6,1,Page,a
42,0,1,6,1,Page,M1095
43,0,1,6,1,Page,"trailer,"
44,0,1,6,1,Page,while
45,0,1,6,1,Page,stationary
46,0,1,6,1,Page,or
47,0,1,6,1,Page,mobile.
48,0,1,6,1,Page,The
49,0,1,6,1,Page,HMDS
50,0,1,6,1,Page,Power
51,0,1,6,1,Page,Unit
52,0,1,6,1,Page,uses
53,0,1,6,1,Page,a
54,0,1,6,1,Page,Diesel
55,0,1,6,1,Page,engine-powered
56,0,1,6,1,Page,air
57,0,1,6,1,Page,compressor
58,0,1,6,1,Page,to
59,0,1,6,1,Page,create
60,0,1,6,1,Page,and
61,0,1,6,1,Page,propel
62,0,1,6,1,Page,decontamination
63,0,1,6,1,Page,solutions
64,0,1,6,1,Page,through
65,0,1,6,1,Page,a
66,0,1,6,1,Page,"1.5"""
67,0,1,6,1,Page,(3.81cm)
68,0,1,6,1,Page,pump.
69,0,1,6,1,Page,It
70,0,1,6,1,Page,deploys
71,0,1,6,1,Page,these
72,0,1,6,1,Page,solutions
73,0,1,6,1,Page,through
74,0,1,6,1,Page,vehicle-
75,0,1,6,1,Page,or
76,0,1,6,1,Page,trailer-mounted
77,0,1,6,1,Page,spray
78,0,1,6,1,Page,"bars,"
79,0,1,6,1,Page,a
80,0,1,6,1,Page,remote-control
81,0,1,6,1,Page,stanchion-mounted
82,0,1,6,1,Page,Monitor
83,0,1,6,1,Page,(water
84,0,1,6,1,Page,"cannon),"
85,0,1,6,1,Page,and
86,0,1,6,1,Page,non-collapsible
87,0,1,6,1,Page,hoses
88,0,1,6,1,Page,with
89,0,1,6,1,Page,D-Bale
90,0,1,6,1,Page,handset(s).
91,0,1,6,1,Page,The
92,0,1,6,1,Page,HMDS
93,0,1,6,1,Page,is
94,0,1,6,1,Page,capable
95,0,1,6,1,Page,of
96,0,1,6,1,Page,drafting
97,0,1,6,1,Page,from
98,0,1,6,1,Page,external
99,0,1,6,1,Page,water
100,0,1,6,1,Page,"sources,"
101,0,1,6,1,Page,such
102,0,1,6,1,Page,as
103,0,1,6,1,Page,bulk
104,0,1,6,1,Page,tanks
105,0,1,6,1,Page,or
106,0,1,6,1,Page,natural
107,0,1,6,1,Page,bodies
108,0,1,6,1,Page,of
109,0,1,6,1,Page,water.
110,0,1,6,1,Page,In
111,0,1,6,1,Page,addition
112,0,1,6,1,Page,to
113,0,1,6,1,Page,the
114,0,1,6,1,Page,Power
115,0,1,6,1,Page,"Unit,"
116,0,1,6,1,Page,the
117,0,1,6,1,Page,HMDS
118,0,1,6,1,Page,incorporates
119,0,1,6,1,Page,two
120,0,1,6,1,Page,solution-mixing
121,0,1,6,1,Page,"tanks,"
122,0,1,6,1,Page,each
123,0,1,6,1,Page,with
124,0,1,6,1,Page,a
125,0,1,6,1,Page,fill
126,0,1,6,1,Page,capacity
127,0,1,6,1,Page,of
128,0,1,6,1,Page,750
129,0,1,6,1,Page,gallons.
130,0,1,6,1,Page,The
131,0,1,6,1,Page,tanks
132,0,1,6,1,Page,are
133,0,1,6,1,Page,constructed
134,0,1,6,1,Page,with
135,0,1,6,1,Page,internal
136,0,1,6,1,Page,baffles
137,0,1,6,1,Page,to
138,0,1,6,1,Page,minimize
139,0,1,6,1,Page,liquid
140,0,1,6,1,Page,movement
141,0,1,6,1,Page,and
142,0,1,6,1,Page,weight
143,0,1,6,1,Page,shift
144,0,1,6,1,Page,during
145,0,1,6,1,Page,transport.
0,1,1,6,1,Page,HMDS
1,1,1,6,1,Page,Overview
0,2,1,6,1,Page,HIGH
1,2,1,6,1,Page,MOBILITY
2,2,1,6,1,Page,DECONTAMINATION
3,2,1,6,1,Page,SYSTEM
0,3,1,6,1,Page,DISTRIBUTION
1,3,1,6,1,Page,STATEMENT
2,3,1,6,1,Page,F:
3,3,1,6,1,Page,Further
4,3,1,6,1,Page,dissemination
5,3,1,6,1,Page,only
6,3,1,6,1,Page,as
7,3,1,6,1,Page,directed
8,3,1,6,1,Page,by
9,3,1,6,1,Page,Joint
10,3,1,6,1,Page,Project
11,3,1,6,1,Page,Manager
12,3,1,6,1,Page,for
13,3,1,6,1,Page,"Chemical,"
14,3,1,6,1,Page,"Biological,"
15,3,1,6,1,Page,"Radiological,"
16,3,1,6,1,Page,and
17,3,1,6,1,Page,Nuclear
18,3,1,6,1,Page,Protection
19,3,1,6,1,Page,(23
20,3,1,6,1,Page,February
21,3,1,6,1,Page,2021)
22,3,1,6,1,Page,or
23,3,1,6,1,Page,higher
24,3,1,6,1,Page,DoD
25,3,1,6,1,Page,authority.
0,0,2,6,1,Page,The
1,0,2,6,1,Page,HMDS
2,0,2,6,1,Page,can
3,0,2,6,1,Page,deploy
4,0,2,6,1,Page,decontamination
5,0,2,6,1,Page,solutions
6,0,2,6,1,Page,in
7,0,2,6,1,Page,two
8,0,2,6,1,Page,forms:
9,0,2,6,1,Page,liquid
10,0,2,6,1,Page,and
11,0,2,6,1,Page,slurry.
12,0,2,6,1,Page,Liquid
13,0,2,6,1,Page,?
14,0,2,6,1,Page,"Water,"
15,0,2,6,1,Page,Calcium
16,0,2,6,1,Page,hypochlorite
17,0,2,6,1,Page,"(HTH),"
18,0,2,6,1,Page,Joint
19,0,2,6,1,Page,General
20,0,2,6,1,Page,Purpose
21,0,2,6,1,Page,Decontaminate
22,0,2,6,1,Page,for
23,0,2,6,1,Page,Hardened
24,0,2,6,1,Page,Military
25,0,2,6,1,Page,Equipment
26,0,2,6,1,Page,(JGPD-HME)
27,0,2,6,1,Page,only.
28,0,2,6,1,Page,Slurry
29,0,2,6,1,Page,?
30,0,2,6,1,Page,Super
31,0,2,6,1,Page,Tropical
32,0,2,6,1,Page,Bleach
33,0,2,6,1,Page,"(STB),"
34,0,2,6,1,Page,concentrated
35,0,2,6,1,Page,solution
36,0,2,6,1,Page,that
37,0,2,6,1,Page,is
38,0,2,6,1,Page,applied
39,0,2,6,1,Page,in
40,0,2,6,1,Page,a
41,0,2,6,1,Page,semi-liquid
42,0,2,6,1,Page,consistency.
43,0,2,6,1,Page,Additional
44,0,2,6,1,Page,System
45,0,2,6,1,Page,Performance
46,0,2,6,1,Page,Information
47,0,2,6,1,Page,Output
48,0,2,6,1,Page,Stream:
49,0,2,6,1,Page,90-95
50,0,2,6,1,Page,Gallons
51,0,2,6,1,Page,Per
52,0,2,6,1,Page,Minute
53,0,2,6,1,Page,(GPM)Output
54,0,2,6,1,Page,Discharge
55,0,2,6,1,Page,Distance:
56,0,2,6,1,Page,Up
57,0,2,6,1,Page,to
58,0,2,6,1,Page,~90'
59,0,2,6,1,Page,(Dependent
